id,lengthGroupId,callSign,name,registrationId,length,width,owners,engineBuildingYear,enginePower,buildingYear,auxiliaryEnginePower,auxiliaryEngineBuildingYear,boilerEnginePower,boilerEngineBuildingYear,engineType,engineRpm,degreeOfElectrification,serviceSpeed 
1982009773,UnderEleven,,SNØGGEN,ST0020T,5.65,,[],,35,,,,,,,,,
1986000539,FifteenToTwentyOne,LM6471,GAMNESVÅG,F 0043G,15.35,,[],1990,380,1978,,,,,,,,
1964007209,UnderEleven,,FRUEN,N 0202VA,5.8,,[],1990,10,1964,,,,,,,,
1971002540,UnderEleven,,PIRATEN,F 0164H,4.71,,[],1971,10,1971,,,,,,,,
1971003388,UnderEleven,,KOBBEN,H 0113S,6.9,,[],1987,10,1970,,,,,,,,
1971008611,UnderEleven,,DELFIN,R 0020SK,6.46,,[],1978,18,1971,,,,,,,,
1971009184,UnderEleven,LM2060,FINN,SF0043V,7.84,,[],1970,20,1971,,,,,,,,
2001014401,TwentyTwoToTwentyEight,LLJN,TRØNDERHAV,ST0030RS,27.43,,[],2000,1530,2001,,,,,,,,
1997010663,FifteenToTwentyOne,LM7977,NORRØNNA,T 0054KN,15.29,,[],1996,320,1981,,,,,,,,
1971009285,UnderEleven,,DELFIN,SF0074B,7.53,,[],1969,8,1969,,,,,,,,
1971009344,UnderEleven,LM7848,SJØGUTT,SF0094B,8.78,,[],1971,20,1971,,,,,,,,
2014066112,ElevenToFifteen,LM9297,PIRATEN,M 0061A,11.8,3.62,"[{'city': 'ELLINGSØY', 'entityType': 'PERSON', 'id': None, 'name': 'LORGEN KJELL MAGNE', 'postalCode': 6057}]",2012,300,1983,,,,,,,,
2018101813,UnderEleven,LF6086,JOHN E,N 0004BR,10.66,3.42,"[{'city': 'BRØNNØYSUND', 'entityType': 'COMPANY', 'id': 992331119, 'name': 'DITLEFSEN FISKERISELSKAP AS', 'postalCode': 8904}]",2017,440,2017,,,,,,,,
2017096253,UnderEleven,LH3400,RICCO,M 0065VD,6.6,2.5,"[{'city': 'ØRSTA', 'entityType': 'COMPANY', 'id': 969990881, 'name': 'KLUNGSØYR OLAV LARS', 'postalCode': 6150}]",2017,150,2017,,,,,,,,
1983000455,UnderEleven,LM9215,CHRISTINA,F 0047A,7.2,2.64,"[{'city': 'ALTA', 'entityType': 'COMPANY', 'id': 985007446, 'name': 'OSKAR KRISTOFFERSEN', 'postalCode': 9516}]",1987,33,1981,,,,,,,,
1964007235,UnderEleven,,ANDONGEN,N 0207A,7.53,,[],1989,30,1955,,,,,,,,
1964007305,UnderEleven,,HOBBY,N 0223HR,7.22,,[],1975,22,1957,,,,,,,,
1964007540,UnderEleven,,STJERNA,N 0289AH,6.27,,[],1985,18,1951,,,,,,,,
1964007820,UnderEleven,,TEISTEN,N 0419SG,6.27,,[],1976,10,1964,,,,,,,,
1971012133,UnderEleven,,PIPPI,T 0596K,5.33,,[],1974,35,1971,,,,,,,,
1971012394,UnderEleven,,ASK,TK0025K,6.9,,[],1971,8,1971,,,,,,,,
1995010800,UnderEleven,LM7276,EIDEGUTT,TF0069T,9.45,3.07,"[{'city': 'SOMMARØY', 'entityType': 'COMPANY', 'id': 983514375, 'name': 'JENNY HELENE AS', 'postalCode': 9119}]",1986,116,1980,,,,,,,,
1982010501,UnderEleven,LM2050,VESTERBÅEN,T 0037BG,7.63,,[],1993,44,1982,,,,,,,,
1982010538,UnderEleven,LK3262,MÅNES,T 0040TK,7.47,,[],1981,22,1967,,,,,,,,
1982010543,ElevenToFifteen,LM7136,JENNY HELENE,T 0099T,13.1,,[],1985,265,1980,,,,,,,,
1996010517,UnderEleven,LM5760,ULF-MARIUS,F 0126NK,8.63,2.71,"[{'city': 'NORDVÅGEN', 'entityType': 'COMPANY', 'id': 991857508, 'name': 'SHARA AS', 'postalCode': 9760}]",1976,80,1976,,,,,,,,
1982011289,UnderEleven,,HELGE,T 0157KD,5.33,,[],1992,9,1981,,,,,,,,
2018104613,UnderEleven,,NYHEIM,M 0004HU,6.1,2.5,"[{'city': 'HUSTAD', 'entityType': 'COMPANY', 'id': 919271175, 'name': 'NYHEIM FISK OG SERVICE', 'postalCode': 6433}]",2018,150,2018,,,,,,,,
1997008989,UnderEleven,LM2886,ELLINORA,F 0033H,10.01,3.02,"[{'city': 'HAMMERFEST', 'entityType': 'COMPANY', 'id': 935747678, 'name': 'JENSEN KYSTFISKE AS', 'postalCode': 9602}]",1985,127,1985,,,,,,,,
1964007859,UnderEleven,LM8860,GRENA,N 0453Ø,7.53,,[],1961,6,1961,,,,,,,,
1964007867,UnderEleven,,SKÅRUNGEN,N 0459V,6.84,,[],1972,10,1964,,,,,,,,
1973004985,UnderEleven,,FLIPPER,N 0005A,5.02,,[],1972,9,1970,,,,,,,,
2018105273,UnderEleven,LH2889,STORM,TK0111BL,7.2,2.5,"[{'city': 'STATHELLE', 'entityType': 'COMPANY', 'id': 923300295, 'name': 'MOSTEIN FISKERI AS', 'postalCode': 3967}]",2018,135,2018,,,,,,,,
2013063432,UnderEleven,LG8015,BRIM,M 0002AV,10.01,3.63,"[{'city': 'AVERØY', 'entityType': 'COMPANY', 'id': 986295607, 'name': 'MAGNE LYSTAD', 'postalCode': 6530}]",2010,420,2003,,,,,,,,
1987009420,UnderEleven,LM7923,STEINSØY,NT0130NR,9.76,3.08,"[{'city': 'KOLVEREID', 'entityType': 'COMPANY', 'id': 992344172, 'name': 'HILMAR PETTER BLIKØ', 'postalCode': 7970}]",1986,127,1977,,,,,,,,
1996005097,UnderEleven,LM3972,ULF-DANIEL,F 0106NK,9.81,3.2,"[{'city': 'NORDVÅGEN', 'entityType': 'COMPANY', 'id': 824817162, 'name': 'ULF-PATRICK LARSEN', 'postalCode': 9760}]",1982,127,1960,,,,,,,,
2024124978,ElevenToFifteen,LF7545,RAGNHILD HATLAND,TR0055ND,14.98,7.3,"[{'city': 'RØRVIK', 'entityType': 'COMPANY', 'id': 923112790, 'name': 'HAWI AS', 'postalCode': 7900}]",2022,750,2022,,,,,,,,
1972003749,TwentyTwoToTwentyEight,LFWZ,TORE JUNIOR,M 0015G,27.97,,[],1988,790,1966,,,,,,,,
1972003771,UnderEleven,,TRIO,M 0017F,7.53,,[],1972,8,1972,,,,,,,,
1972004570,UnderEleven,LM4686,HELLNES,M 0141F,10.24,,[],1972,68,1972,,,,,,,,
2024124846,UnderEleven,LF7722,LANDAVÅG,VL0008K,7.0,2.6,"[{'city': 'SÆBØVIK', 'entityType': 'COMPANY', 'id': 920237649, 'name': 'GRØNDAL KYST OG FJORD FISKE', 'postalCode': 5454}]",2017,110,2017,,,,,,,,
1972004677,UnderEleven,,LEIKEN,M 0184SM,8.31,,[],1974,68,1972,,,,,,,,
1998005473,TwentyTwoToTwentyEight,LJOB,SKOLMEN,N 0025VV,27.42,8.5,"[{'city': 'LEKNES', 'entityType': 'COMPANY', 'id': 922078718, 'name': 'STEINFJORDFISK AS', 'postalCode': 8376}]",1998,1000,1998,,,,,,,,
1974007835,UnderEleven,LM4967,BREMNES,N 0436L,8.63,,[],1988,108,1974,,,,,,,,
2021117598,UnderEleven,LD6421,SHAKE & BAKE,TF0016VS,6.5,2.5,"[{'city': 'VESTRE JAKOBSELV', 'entityType': 'COMPANY', 'id': 929478657, 'name': 'SUDINESKAIA AS', 'postalCode': 9802}]",1998,150,1981,,,,,,,,
1974009813,UnderEleven,,HAVGUTT,ST0031F,7.53,,[],1974,22,1974,,,,,,,,
1983002525,UnderEleven,LM9826,HOLMEN,F 0160A,9.8,,[],1985,42,1983,,,,,,,,
1964008240,UnderEleven,LK4398,STRAUMEN,NT0102V,8.12,,[],1961,8,1964,,,,,,,,
1972004680,UnderEleven,LM8035,OLE S.,M 0186SM,7.22,,[],1985,34,1972,,,,,,,,
1972004718,UnderEleven,,URAN,M 0207SM,7.04,,[],1972,10,1972,,,,,,,,
1972004877,ElevenToFifteen,LM5644,SKOGHAUG,M 0586A,11.64,,[],1955,30,1955,,,,,,,,
1972004968,FifteenToTwentyOne,LHTL,HAVHEIM,N 0004HM,15.03,,[],1978,183,1939,,,,,,,,
1996012353,UnderEleven,,ORGINALEN,TK0001BL,5.79,2.2,"[{'city': 'LANGESUND', 'entityType': 'COMPANY', 'id': 969249928, 'name': 'THOMSEN THOR-OLAF', 'postalCode': 3970}]",1957,5,1950,,,,,,,,
1974010327,ElevenToFifteen,LM3665,BLÅTIND,T 0020H,12.53,,[],1993,204,1939,,,,,,,,
1983006521,UnderEleven,LM4454,MINOR,N 0099VA,8.61,,[],1982,72,1972,,,,,,,,
1972005259,FifteenToTwentyOne,LM4459,HAVEGGA,N 0016A,16.11,,[],1989,250,1972,,,,,,,,
1976003228,UnderEleven,,BASEN,H 0053F,8.84,,[],1976,98,1976,,,,,,,,
1976003397,UnderEleven,,NØSTBAKKEN,H 0117B,10.15,,[],1976,100,1976,,,,,,,,
1976003468,UnderEleven,,TRIO,H 0205F,9.1,,[],1971,95,1971,,,,,,,,
1998000146,UnderEleven,LM2866,VEROSY,T 0293T,8.7,,[],1985,70,1985,,,,,,,,
1976005455,UnderEleven,,SNOP,N 0025F,5.02,,[],1973,15,1970,,,,,,,,
1973004420,UnderEleven,LM4751,MARIE,M 0143SM,8.63,2.71,"[{'city': 'SMØLA', 'entityType': 'COMPANY', 'id': 919448709, 'name': 'LANDKRABBA JACOBSEN', 'postalCode': 6570}]",1984,65,1973,,,,,,,,
1983006916,UnderEleven,LK5610,LIV,N 0149MS,8.2,,[],1972,28,1963,,,,,,,,
1983007376,UnderEleven,LM2680,ASBJØRN,N 0241LN,8.4,,[],1978,73,1970,,,,,,,,
1983007437,UnderEleven,,TINO,N 0257AH,8.45,,[],1966,35,1966,,,,,,,,
2017097234,UnderEleven,,MALINE,M 0005K,6.2,2.35,"[{'city': 'KRISTIANSUND N', 'entityType': 'COMPANY', 'id': 927370581, 'name': 'KA FISKERI AS', 'postalCode': 6518}]",2017,70,2017,,,,,,,,
2013062892,UnderEleven,LF5469,BUGØYJENTA,F 0029SV,10.65,3.6,"[{'city': 'BUGØYNES', 'entityType': 'COMPANY', 'id': 917752524, 'name': 'BUGØYNES SJØFANGST AS', 'postalCode': 9935}]",2013,300,2013,,,,,,,,
2002018842,UnderEleven,LK7829,TUNGVÅG,TR0063F,10.67,4.0,"[{'city': 'DYRVIK', 'entityType': 'COMPANY', 'id': 969390922, 'name': 'SKARSVÅG ROALD', 'postalCode': 7270}]",1996,170,2002,,,,,,,,
1994011782,ElevenToFifteen,LK2169,LINAS,N 0021B,14.12,4.31,"[{'city': 'KJERRINGØY', 'entityType': 'COMPANY', 'id': 934983661, 'name': 'NORSUND AS', 'postalCode': 8093}]",1980,300,1985,,,,,,,,
1993009682,UnderEleven,LM8940,EGGØY,R 0038K,10.45,3.28,"[{'city': 'ÅKREHAMN', 'entityType': 'COMPANY', 'id': 920020623, 'name': 'SANDABUE AS', 'postalCode': 4270}]",1975,115,1981,,,,,,,,
1979003190,UnderEleven,LM8556,KASPER ANDRE,TF0004H,9.32,3.1,"[{'city': 'HAMMERFEST', 'entityType': 'COMPANY', 'id': 924932880, 'name': 'GAMNES KYSTFISKE', 'postalCode': 9603}]",1979,85,1979,,,,,,,,
2025126180,UnderEleven,LF7765,FRIDA-LILL,A 0001LM,7.7,2.7,"[{'city': 'STRØMMEN', 'entityType': 'COMPANY', 'id': 932352176, 'name': 'MYKLEBUST FISKE', 'postalCode': 1465}]",1991,85,1991,,,,,,,,
1964008308,UnderEleven,,KÅRE JOHNNY,NT0198V,7.4,,[],1973,22,1964,,,,,,,,
1964008334,UnderEleven,,PERLON,NT0253NR,6.27,,[],1959,8,1961,,,,,,,,
1972005467,UnderEleven,LM9374,NYVON,N 0025SG,8.16,,[],1984,38,1972,,,,,,,,
1976005503,UnderEleven,LM5306,RUTINA,N 0027F,8.08,,[],1974,30,1974,,,,,,,,
2020114838,UnderEleven,,IVERSKJÆR,AG0006G,7.85,2.7,"[{'city': 'GRIMSTAD', 'entityType': 'COMPANY', 'id': 917145490, 'name': 'IVERSKJÆR ANS', 'postalCode': 4878}]",2020,50,2020,,,,,,,,
1976005944,FifteenToTwentyOne,LM3798,VAREID,N 0052F,15.03,,[],1987,300,1967,,,,,,,,
1976006004,UnderEleven,LM4229,LANO,N 0056RT,9.45,,[],1983,85,1971,,,,,,,,
1990004305,ElevenToFifteen,LK3658,ELINE,N 0111BR,12.4,3.95,"[{'city': 'BRØNNØYSUND', 'entityType': 'COMPANY', 'id': 988128554, 'name': 'JOHN RONNY ANDERSEN', 'postalCode': 8908}]",1989,245,1989,,,,,,,,
2020114834,UnderEleven,,LITLA ROSA,R 0067K,5.5,2.0,"[{'city': 'KOPERVIK', 'entityType': 'COMPANY', 'id': 924601361, 'name': 'LOBSTER AS', 'postalCode': 4291}]",2010,37,2010,,,,,,,,
2020114394,UnderEleven,LF7013,VICTORY,R 0090K,7.2,2.7,"[{'city': 'KOPERVIK', 'entityType': 'COMPANY', 'id': 929513894, 'name': 'TORGEIR TYSSE AS', 'postalCode': 4250}]",2007,150,1990,,,,,,,,
2020113674,UnderEleven,LF6685,VESTERELVJENTA,TF0007N,10.02,3.6,"[{'city': 'VARANGERBOTN', 'entityType': 'COMPANY', 'id': 985734100, 'name': 'EDGAR OLSEN', 'postalCode': 9820}]",2005,285,2005,,,,,,,,
2020113460,UnderEleven,LF7254,RITA V,VL0001SO,6.2,2.35,"[{'city': 'VALEVÅG', 'entityType': 'COMPANY', 'id': 996882764, 'name': 'LARS IVAR VÅGSHAUG', 'postalCode': 5554}]",2019,60,2019,,,,,,,,
2020112834,UnderEleven,,RISLA,VL0044B,7.99,3.1,"[{'city': 'FINNÅS', 'entityType': 'COMPANY', 'id': 931049828, 'name': 'RISLA FISK AS', 'postalCode': 5437}]",1995,70,1984,,,,,,,,
1964008338,UnderEleven,,DON PEDRO,NT0257V,7.65,,[],1982,54,1964,,,,,,,,
1964008360,UnderEleven,,MÅKEN,NT0313NR,5.96,,[],1961,5,1961,,,,,,,,
1972006577,TwentyTwoToTwentyEight,LDKX,NYBRÆNA,N 0105VV,21.43,,[],1992,490,1960,,,,,,,,
1976007921,UnderEleven,LM5477,SVEND RUNE,N 0504VV,10.36,,[],1986,117,1975,,,,,,,,
1976008086,UnderEleven,LM5966,VILLABUEN,NT0024F,10.36,,[],1993,127,1976,,,,,,,,
1976008215,UnderEleven,,TOBIAS,NT0082N,8.16,,[],1985,70,1975,,,,,,,,
2019110933,UnderEleven,LF6280,DRAGEN,TR0004V,7.98,3.06,"[{'city': 'RØRVIK', 'entityType': 'COMPANY', 'id': 970953280, 'name': 'VÅGØ TORE', 'postalCode': 7900}]",2018,295,2018,,,,,,,,
2017099015,UnderEleven,LK6562,LOVISE,VL0021ØN,7.0,2.6,"[{'city': 'STEINSLAND', 'entityType': 'COMPANY', 'id': 925677922, 'name': 'MULTI FISK AS', 'postalCode': 5379}]",2012,144,1998,,,,,,,,
2019110040,UnderEleven,,SUSI,R 0076K,5.85,2.15,"[{'city': 'ÅKREHAMN', 'entityType': 'COMPANY', 'id': 924428368, 'name': 'DJUPEVIKA AS', 'postalCode': 4270}]",2003,100,1977,,,,,,,,
2019108813,UnderEleven,,VILDE,TR0008T,5.98,2.4,"[{'city': 'HEIMDAL', 'entityType': 'COMPANY', 'id': 913784456, 'name': ""FISKHANDLER'N HEIMDAL"", 'postalCode': 7088}]",2018,150,2018,,,,,,,,
2018107653,UnderEleven,,HJØRDIS,TR0003B,6.06,2.32,"[{'city': 'SENJAHOPEN', 'entityType': 'PERSON', 'id': None, 'name': 'ERVIK STEVE', 'postalCode': 9386}]",2018,60,2017,,,,,,,,
1995001570,FifteenToTwentyOne,LM9221,SAGAFISK,F 0021V,17.2,,[],1982,420,1982,,,,,,,,
1972006884,UnderEleven,LM4554,ANN-HEIDI,T 0145H,8.56,,[],1994,82,1972,,,,,,,,
2018106173,UnderEleven,,JELØY 1,Ø 0005M,5.35,2.3,"[{'city': 'MOSS', 'entityType': 'PERSON', 'id': None, 'name': 'SJULSETH HANS PETTER', 'postalCode': 1519}]",2018,50,2018,,,,,,,,
2018106093,ElevenToFifteen,LH2903,TOPSY,Ø 0002H,14.98,5.3,"[{'city': 'VESTERØY', 'entityType': 'COMPANY', 'id': 920831877, 'name': 'MORTEN ALEKSANDERSEN', 'postalCode': 1684}]",2009,450,2004,,,,,,,,
2018101353,UnderEleven,LH2371,OLDEFAR,TF0006LA,10.62,3.9,"[{'city': 'ØKSFJORD', 'entityType': 'COMPANY', 'id': 930649783, 'name': 'ASKELAND FISKERI AS', 'postalCode': 9550}]",2017,500,2017,,,,,,,,
2017100013,UnderEleven,LF7002,LEPPÅ,R 0005B,5.55,2.35,"[{'city': 'BOKN', 'entityType': 'PERSON', 'id': None, 'name': 'ALVESTAD MAGNUS G', 'postalCode': 5561}]",2017,90,2017,,,,,,,,
2017099733,UnderEleven,,GUNNHILD,M 0204SM,6.2,2.35,"[{'city': 'SMØLA', 'entityType': 'COMPANY', 'id': 996972208, 'name': 'PER REITAN', 'postalCode': 6570}]",2017,80,2016,,,,,,,,
2017097875,UnderEleven,LF6750,BJØRN STEINAR,M 0048SM,6.2,2.35,"[{'city': 'SMØLA', 'entityType': 'COMPANY', 'id': 869133132, 'name': 'KJØNNØ TOR EINAR', 'postalCode': 6570}]",2017,80,2017,,,,,,,,
2017096993,UnderEleven,,SOLSTRAND SØR,R 0070SK,6.2,2.35,"[{'city': 'HAUGE I DALANE', 'entityType': 'PERSON', 'id': None, 'name': 'MIDTBØ FRANK', 'postalCode': 4380}]",2017,60,2017,,,,,,,,
2017075495,UnderEleven,LF6119,KOBBEN,M 0009M,8.82,2.8,"[{'city': 'MIDSUND', 'entityType': 'COMPANY', 'id': 934662024, 'name': 'FALDET SJØLBERGING ENK', 'postalCode': 6475}]",1978,22,1978,,,,,,,,
1964008371,UnderEleven,,TENNSKJÆR,NT0342NR,9.0,,[],1976,72,1964,,,,,,,,
1964009038,TwentyEightAndAbove,LDDW,RINDENES,SF0010F,38.23,,[],1971,825,1956,,,,,,,,
1994000521,UnderEleven,LM7830,SVINØY,N 0008AH,9.52,3.17,"[{'city': 'AUSTBØ', 'entityType': 'COMPANY', 'id': 969382598, 'name': 'ANDREASSEN BRYNJAR', 'postalCode': 8854}]",1981,90,1981,,,,,,,,
2023124617,UnderEleven,LH5719,IVAR,F 0003BD,10.99,3.72,"[{'city': 'BÅTSFJORD', 'entityType': 'COMPANY', 'id': 926055879, 'name': 'MYRENG FISKE AS', 'postalCode': 9990}]",2022,520,2023,,,,,,,,
2023124096,TwentyEightAndAbove,LHBM,GOLLENES,M 0031HØ,69.99,14.8,"[{'city': 'FOSNAVÅG', 'entityType': 'COMPANY', 'id': 992816570, 'name': 'GOLLENES AS', 'postalCode': 6099}]",2023,5300,2023,,,,,,,,
1977004466,UnderEleven,LM8514,IREN,M 0111A,8.78,,[],1978,30,1978,,,,,,,,
1977004709,UnderEleven,LM6843,MAX,M 0202G,8.96,,[],1995,76,1977,,,,,,,,
1977005818,UnderEleven,,LAUKNESBUEN,N 0044VS,7.84,,[],1985,30,1977,,,,,,,,
1977006136,ElevenToFifteen,LM6222,VANNØY,T 0066K,11.98,,[],1987,160,1977,,,,,,,,
2020115257,UnderEleven,LF7135,SEVERIN,VL0045B,10.64,3.6,"[{'city': 'BREMNES', 'entityType': 'COMPANY', 'id': 995844052, 'name': 'ANDRINE V/ERLEND SVENDSEN', 'postalCode': 5430}]",2020,300,2020,,,,,,,,
2019109575,UnderEleven,,LETTI,VL0045AV,7.35,2.62,"[{'city': 'TORANGSVÅG', 'entityType': 'PERSON', 'id': None, 'name': 'EIDSHEIM ØYSTEIN', 'postalCode': 5384}]",2015,125,1985,,,,,,,,
2016072666,UnderEleven,LF7088,SJØSKVETT,AG0075LS,7.1,2.6,"[{'city': 'LINDESNES', 'entityType': 'COMPANY', 'id': 913640683, 'name': 'SJØSPRØYT BÅLY AS', 'postalCode': 4521}]",2007,184,1999,,,,,,,,
2015071213,UnderEleven,LG8925,LEAH MARIE,F 0150V,10.66,4.2,"[{'city': 'VARDØ', 'entityType': 'COMPANY', 'id': 982949289, 'name': 'STIG TORE SOLSTAD', 'postalCode': 9950}]",2015,280,2015,,,,,,,,
2011054868,UnderEleven,LG6163,HAVSATS,M 0071HØ,10.63,3.49,"[{'city': 'LEINØY', 'entityType': 'COMPANY', 'id': 934631188, 'name': 'HAVSATS AS', 'postalCode': 6094}]",2011,380,2011,,,,,,,,
1996003887,UnderEleven,LM5739,TUSSØY,T 0153T,9.45,3.14,"[{'city': 'TUSSØY', 'entityType': 'COMPANY', 'id': 920157742, 'name': 'ROBERT KRISTIANSEN', 'postalCode': 9128}]",1985,85,1976,,,,,,,,
1977006282,UnderEleven,,JOHN VIDAR,N 0079A,8.63,,[],1991,85,1940,,,,,,,,
1977006294,UnderEleven,LM6173,KJÆKK,N 0080BØ,10.09,,[],1977,68,1977,,,,,,,,
2015071334,UnderEleven,LN6409,SOMMERLYS,TF0070SV,9.48,3.17,"[{'city': 'KIRKENES', 'entityType': 'COMPANY', 'id': 927512068, 'name': 'ALAMOUDI', 'postalCode': 9901}]",1981,124,1981,,,,,,,,
1964009171,UnderEleven,LM7150,SOLVIND,SF0040SU,9.41,,[],1972,95,1964,,,,,,,,
1964009418,ElevenToFifteen,LK4399,HEIMDAL,SF0129V,11.8,,[],1980,96,1961,,,,,,,,
1972007119,FifteenToTwentyOne,3YJC,JOHN-IVAR,N 0185ME,15.22,,[],1984,250,1927,,,,,,,,
1972007356,UnderEleven,,STØGUTT,N 0236Ø,9.45,,[],1993,85,1972,,,,,,,,
1977006693,UnderEleven,,LENA,N 0119R,7.94,,[],1977,72,1977,,,,,,,,
2011053150,UnderEleven,LF6707,DIANA,F 0197NK,6.6,2.6,"[{'city': 'SKARSVÅG', 'entityType': 'COMPANY', 'id': 921204566, 'name': 'DIANA ARTJOMS PESKO', 'postalCode': 9763}]",1996,36,1978,,,,,,,,
2015068853,UnderEleven,LF5698,TUVA,N 0016Ø,10.36,3.42,"[{'city': 'MYRE', 'entityType': 'COMPANY', 'id': 997357388, 'name': 'VIGGO NILSEN', 'postalCode': 8430}]",2014,369,2015,,,,,,,,
2014067673,UnderEleven,LF5714,TVIBURDAR,F 0006LB,10.6,3.44,"[{'city': 'KJØLLEFJORD', 'entityType': 'COMPANY', 'id': 915607462, 'name': 'SUOVDIFISK AS', 'postalCode': 9790}]",2002,360,2002,,,,,,,,
2014067573,UnderEleven,LF5632,SILJE KRISTINA,VT0004BL,10.95,4.4,"[{'city': 'LANGESUND', 'entityType': 'COMPANY', 'id': 976939468, 'name': 'ERIKSEN TROND OLAV', 'postalCode': 3970}]",2014,250,2014,,,,,,,,
2014067133,UnderEleven,LI4444,NORDBORG,H 0125B,7.93,2.6,"[{'city': 'URANGSVÅG', 'entityType': 'COMPANY', 'id': 998469392, 'name': 'SØRWAAG AS', 'postalCode': 5427}]",1995,81,1980,,,,,,,,
1997004182,TwentyEightAndAbove,LHBI,GLOMFJORD,M 0061EE,33.8,,[],1992,1060,1992,,,,,,,,
1972008391,UnderEleven,,HARALD,NT0387V,10.35,,[],1998,150,1964,,,,,,,,
1972008691,ElevenToFifteen,LM6477,KLEPP,R 0035K,12.01,,[],1972,90,1971,,,,,,,,
1977009616,UnderEleven,LM6114,BINGO,SF0320B,8.44,,[],1977,22,1977,,,,,,,,
1984012231,UnderEleven,,EVA,T 0828T,5.18,,[],1989,15,1982,,,,,,,,
2019111155,UnderEleven,LH3851,PELLE,H 0129AV,7.65,2.8,"[{'city': 'TORANGSVÅG', 'entityType': 'COMPANY', 'id': 921151144, 'name': 'METRO SJØ AS', 'postalCode': 5384}]",2019,370,2019,,,,,,,,
1984012239,UnderEleven,,KRISTOFA,T 0858T,4.35,,[],1977,8,1976,,,,,,,,
2014065692,UnderEleven,LG7506,SIGFRED I,VT0088L,6.15,2.25,"[{'city': 'LARVIK', 'entityType': 'COMPANY', 'id': 977196795, 'name': 'LIEBE DAGFINN', 'postalCode': 3267}]",2013,135,2011,,,,,,,,
2012058408,UnderEleven,,ALMA,VA0034K,7.7,2.6,"[{'city': 'FLEKKERØY', 'entityType': 'PERSON', 'id': None, 'name': 'NILSEN BIRGER', 'postalCode': 4625}]",1986,36,1986,,,,,,,,
1993011000,UnderEleven,LM6270,SENJAGUTT,T 0100TN,10.62,3.89,"[{'city': 'STONGLANDSEIDET', 'entityType': 'COMPANY', 'id': 992846275, 'name': 'RØDSAND KYSTFISKE AS', 'postalCode': 9392}]",1977,182,1977,,,,,,,,
1984012267,UnderEleven,LM2365,ØYBÅEN,T 0960T,7.58,,[],1984,48,1984,,,,,,,,
1984012377,UnderEleven,,LOPPA,TK0018BL,4.9,,[],2002,10,1976,,,,,,,,
1984013043,UnderEleven,,PER,Ø 0009RD,6.0,,[],1983,10,1983,,,,,,,,
1995005991,TwentyTwoToTwentyEight,JXHL,JOHAN SENIOR,N 0055V,21.1,,[],1987,460,1968,,,,,,,,
2014065252,UnderEleven,,AARFISK,H 0070AV,7.35,2.34,"[{'city': 'STOLMEN', 'entityType': 'PERSON', 'id': None, 'name': 'AARLAND JONNY', 'postalCode': 5398}]",1997,60,1982,,,,,,,,
2014064892,UnderEleven,,LEPPA,AA0008L,5.35,2.23,"[{'city': 'HØVÅG', 'entityType': 'COMPANY', 'id': 990010129, 'name': 'CHARLES SIGURDSEN', 'postalCode': 4770}]",2011,50,2013,,,,,,,,
2013063292,UnderEleven,LG7892,KAMILE M,M 0005VN,9.1,3.53,"[{'city': 'SYLTE', 'entityType': 'COMPANY', 'id': 920044719, 'name': 'HAVBÅRA GRISIUS', 'postalCode': 6144}]",1980,135,1978,,,,,,,,
1997002791,UnderEleven,LK2088,VESTERNES,F 0337LB,7.9,,[],1975,77,1957,,,,,,,,
1964009587,UnderEleven,,KNURR,SF0264G,6.59,,[],1983,10,1963,,,,,,,,
1964009650,UnderEleven,,HAVTUR,SF0576F,8.16,,[],1961,16,1961,,,,,,,,
1972008716,UnderEleven,,PRINS,R 0040SK,6.27,,[],1972,10,1972,,,,,,,,
1972009898,UnderEleven,LM6935,FLIPPER,ST0063R,8.78,,[],1968,35,1968,,,,,,,,
2023124757,UnderEleven,LF7596,LUCKY DUCK,F 0021V,10.96,4.61,"[{'city': 'KIBERG', 'entityType': 'COMPANY', 'id': 925366013, 'name': 'LUCKY DUCK V/JOHNSEN', 'postalCode': 9960}]",400,2023,2023,,,,,,,,
2002016921,UnderEleven,,TERNA,N 0006SD,8.02,,[],1980,81,1979,,,,,,,,
1978004067,UnderEleven,,GARDSVIK,M 0045RA,8.25,,[],1977,30,1978,,,,,,,,
1978004069,UnderEleven,,HÅPET,M 0045T,7.22,,[],1976,22,1963,,,,,,,,
2020115416,UnderEleven,LF5380,NOVA,TF0025LB,6.44,2.45,"[{'city': 'KJØLLEFJORD', 'entityType': 'COMPANY', 'id': 927589036, 'name': 'SVEIN FRODE AKSELSEN', 'postalCode': 9790}]",2014,140,2014,,,,,,,,
2013061572,UnderEleven,LK4277,SJØBUEN,F 0165NK,10.6,4.05,"[{'city': 'HONNINGSVÅG', 'entityType': 'COMPANY', 'id': 928447073, 'name': 'KARL VILMAR AS', 'postalCode': 9750}]",2006,150,1985,,,,,,,,
1985002939,UnderEleven,LM2783,NESBUEN,H 0007L,9.97,,[],1985,72,1985,,,,,,,,
1985002993,UnderEleven,LM2587,MAGNE,H 0013O,10.46,,[],1980,81,1980,,,,,,,,
1985003069,UnderEleven,,NJÅFISK,H 0025AV,9.3,,[],1975,68,1973,,,,,,,,
